PARTICIPANT_A	INTERACTION_TYPE	PARTICIPANT_B
CHEBI:18243	chemical-affects	SOD1
CHEBI:18248	chemical-affects	AHSP
CHEBI:18248	chemical-affects	CP
CHEBI:18248	chemical-affects	EGLN1
CHEBI:18248	chemical-affects	FEN1
CHEBI:18248	chemical-affects	FTH1
CHEBI:18248	chemical-affects	FXN
CHEBI:18248	chemical-affects	HBA1
CHEBI:18248	chemical-affects	HBA2
CHEBI:18248	chemical-affects	HDAC8
CHEBI:18248	chemical-affects	NEIL1
CHEBI:18248	chemical-affects	NEIL2
CHEBI:18248	chemical-affects	POLB
CHEBI:18248	chemical-affects	TFRC
CHEBI:18248	chemical-affects	TF
CHEBI:18250	chemical-affects	BDNF
CHEBI:18250	chemical-affects	CCL2
CHEBI:18250	chemical-affects	GDNF
CHEBI:18250	chemical-affects	VEGFA
CHEBI:18255	chemical-affects	ADA
CHEBI:18258	chemical-affects	PCNA
CHEBI:18258	chemical-affects	THRA
CHEBI:18258	chemical-affects	THRB
CHEBI:18280	chemical-affects	HAO1
CHEBI:18295	chemical-affects	HRH1
CHEBI:18295	chemical-affects	HRH2
CHEBI:18295	chemical-affects	HRH3
CHEBI:18295	chemical-affects	HRH4
CHEBI:18295	chemical-affects	SLC18A2
CHEBI:18297	chemical-affects	IMPA1
CHEBI:18300	chemical-affects	GOT1
CHEBI:18303	chemical-affects	ATP8A1
CHEBI:18303	chemical-affects	DGKD
CHEBI:18303	chemical-affects	DGKG
CHEBI:18303	chemical-affects	PISD
CHEBI:18303	chemical-affects	PRKCA
CHEBI:18303	chemical-affects	PTDSS1
CHEBI:18303	chemical-affects	PTDSS2
CHEBI:18303	chemical-affects	SCARB1
CHEBI:18303	chemical-affects	SMPD3
CHEBI:18303	chemical-affects	SMPD4
CHEBI:18304	chemical-affects	HECTD2
CHEBI:18304	chemical-affects	NMNAT1
CHEBI:18304	chemical-affects	NMNAT3
CHEBI:18305	chemical-affects	TYR
CHEBI:18307	chemical-affects	ABO
CHEBI:18307	chemical-affects	B4GALT1
CHEBI:18307	chemical-affects	GALE
CHEBI:18320	chemical-affects	ALDH1A1
CHEBI:18320	chemical-affects	AXIN1
CHEBI:18320	chemical-affects	CAMK2A
CHEBI:18320	chemical-affects	GSTZ1
CHEBI:18320	chemical-affects	HMGCR
CHEBI:18320	chemical-affects	LGALS1
CHEBI:18320	chemical-affects	MSRA
CHEBI:18320	chemical-affects	PPIB
CHEBI:18320	chemical-affects	TPI1
CHEBI:18320	chemical-affects	TRPM7
CHEBI:18329	chemical-affects	ESR2
CHEBI:18332	chemical-affects	ITGAV
CHEBI:18332	chemical-affects	ITGB3
CHEBI:18332	chemical-affects	THRA
CHEBI:18332	chemical-affects	THRB
CHEBI:18335	chemical-affects	BCAT2
CHEBI:18335	chemical-affects	KYAT1
CHEBI:18344	chemical-affects	AHR
CHEBI:18344	chemical-affects	GPR35
CHEBI:18347	chemical-affects	HNF1A
CHEBI:18347	chemical-affects	PAH
CHEBI:18347	chemical-affects	PTH
CHEBI:18349	chemical-affects	GART
CHEBI:18357	chemical-affects	ADRA1A
CHEBI:18357	chemical-affects	ADRA1B
CHEBI:18357	chemical-affects	ADRA1D
CHEBI:18357	chemical-affects	ADRA2A
CHEBI:18357	chemical-affects	ADRA2B
CHEBI:18357	chemical-affects	ADRA2C
CHEBI:18357	chemical-affects	ADRB1
CHEBI:18357	chemical-affects	ADRB2
CHEBI:18357	chemical-affects	ADRB3
CHEBI:18357	chemical-affects	PAH
CHEBI:18357	chemical-affects	SLC18A1
CHEBI:18357	chemical-affects	SLC18A2
CHEBI:18385	chemical-affects	SLC19A2
CHEBI:18385	chemical-affects	TPK1
CHEBI:18397	chemical-affects	PRSS1
CHEBI:18397	chemical-affects	PRSS2
CHEBI:18405	chemical-affects	AADAT
CHEBI:18405	chemical-affects	ABAT
CHEBI:18405	chemical-affects	AGXT2
CHEBI:18405	chemical-affects	AGXT
CHEBI:18405	chemical-affects	ALAS1
CHEBI:18405	chemical-affects	ALAS2
CHEBI:18405	chemical-affects	AZIN2
CHEBI:18405	chemical-affects	BCAT1
CHEBI:18405	chemical-affects	BCAT2
CHEBI:18405	chemical-affects	CBS
CHEBI:18405	chemical-affects	CSAD
CHEBI:18405	chemical-affects	CTH
CHEBI:18405	chemical-affects	DDC
CHEBI:18405	chemical-affects	FTCD
CHEBI:18405	chemical-affects	GAD1
CHEBI:18405	chemical-affects	GADL1
CHEBI:18405	chemical-affects	GCAT
CHEBI:18405	chemical-affects	GLDC
CHEBI:18405	chemical-affects	GOT1
CHEBI:18405	chemical-affects	GOT2
CHEBI:18405	chemical-affects	GPT2
CHEBI:18405	chemical-affects	GPT
CHEBI:18405	chemical-affects	HDC
CHEBI:18405	chemical-affects	IGSF10
CHEBI:18405	chemical-affects	KYAT1
CHEBI:18405	chemical-affects	KYAT3
CHEBI:18405	chemical-affects	KYNU
CHEBI:18405	chemical-affects	MOCOS
CHEBI:18405	chemical-affects	NFS1
CHEBI:18405	chemical-affects	OAT
CHEBI:18405	chemical-affects	ODC1
CHEBI:18405	chemical-affects	PDXDC1
CHEBI:18405	chemical-affects	PDXP
CHEBI:18405	chemical-affects	PHYKPL
CHEBI:18405	chemical-affects	PLPBP
CHEBI:18405	chemical-affects	PNPO
CHEBI:18405	chemical-affects	PSAT1
CHEBI:18405	chemical-affects	PYGB
CHEBI:18405	chemical-affects	PYGL
CHEBI:18405	chemical-affects	PYGM
CHEBI:18405	chemical-affects	SCLY
CHEBI:18405	chemical-affects	SDSL
CHEBI:18405	chemical-affects	SDS
CHEBI:18405	chemical-affects	SEPSECS
CHEBI:18405	chemical-affects	SGPL1
CHEBI:18405	chemical-affects	SHMT1
CHEBI:18405	chemical-affects	SHMT2
CHEBI:18405	chemical-affects	SPTLC1
CHEBI:18405	chemical-affects	SPTLC2
CHEBI:18405	chemical-affects	SPTLC3
CHEBI:18405	chemical-affects	SRR
CHEBI:18405	chemical-affects	TAT
CHEBI:18405	chemical-affects	THNSL1
CHEBI:18406	chemical-affects	ATIC
CHEBI:189669	chemical-affects	HTR2A
CHEBI:189669	chemical-affects	HTR2C
CHEBI:19475	chemical-affects	GATM
CHEBI:19475	chemical-affects	OTC
CHEBI:1963	chemical-affects	PCK1
CHEBI:2038	chemical-affects	DNMT1
CHEBI:204734	chemical-affects	NR3C1
CHEBI:204928	chemical-affects	ALB
CHEBI:204928	chemical-affects	SLC15A1
CHEBI:204928	chemical-affects	SLC15A2
CHEBI:204928	chemical-affects	SLC22A11
CHEBI:204928	chemical-affects	SLC22A6
CHEBI:204928	chemical-affects	SLC22A7
CHEBI:204928	chemical-affects	SLC22A8
CHEBI:20506	chemical-affects	ALDH1L1
CHEBI:20506	chemical-affects	AMT
CHEBI:20506	chemical-affects	ATIC
CHEBI:20506	chemical-affects	FTCD
CHEBI:20506	chemical-affects	MTFMT
CHEBI:20506	chemical-affects	MTHFD1
CHEBI:20506	chemical-affects	MTHFD2
CHEBI:20506	chemical-affects	MTHFR
CHEBI:20506	chemical-affects	MTR
CHEBI:20506	chemical-affects	SHMT1
CHEBI:20506	chemical-affects	SHMT2
CHEBI:207229	chemical-affects	ACTG1
CHEBI:207229	chemical-affects	ALB
CHEBI:207229	chemical-affects	ALDH7A1
CHEBI:207229	chemical-affects	ALDOA
CHEBI:207229	chemical-affects	ANXA2
CHEBI:207229	chemical-affects	ATP2C2
CHEBI:207229	chemical-affects	ATP5F1A
CHEBI:207229	chemical-affects	ATP5MG
CHEBI:207229	chemical-affects	ATP5PO
CHEBI:207229	chemical-affects	CAST
CHEBI:207229	chemical-affects	CCT3
CHEBI:207229	chemical-affects	CFL1
CHEBI:207229	chemical-affects	CLIC1
CHEBI:207229	chemical-affects	CSRP1
CHEBI:207229	chemical-affects	CYCS
CHEBI:207229	chemical-affects	DDX39B
CHEBI:207229	chemical-affects	DDX5
CHEBI:207229	chemical-affects	DPYSL2
CHEBI:207229	chemical-affects	DSP
CHEBI:207229	chemical-affects	EEF1A1
CHEBI:207229	chemical-affects	ENO1
CHEBI:207229	chemical-affects	FLNA
CHEBI:207229	chemical-affects	FTO
CHEBI:207229	chemical-affects	G6PD
CHEBI:207229	chemical-affects	GAPDHS
CHEBI:207229	chemical-affects	GAPDH
CHEBI:207229	chemical-affects	GPI
CHEBI:207229	chemical-affects	HNRNPA2B1
CHEBI:207229	chemical-affects	HNRNPD
CHEBI:207229	chemical-affects	HNRNPK
CHEBI:207229	chemical-affects	HP1BP3
CHEBI:207229	chemical-affects	HSPA8
CHEBI:207229	chemical-affects	HSPB1
CHEBI:207229	chemical-affects	IQGAP1
CHEBI:207229	chemical-affects	KHSRP
CHEBI:207229	chemical-affects	LDHA
CHEBI:207229	chemical-affects	LDHB
CHEBI:207229	chemical-affects	LGALS1
CHEBI:207229	chemical-affects	MAP4
CHEBI:207229	chemical-affects	MDH1
CHEBI:207229	chemical-affects	MYH9
CHEBI:207229	chemical-affects	NPEPPS
CHEBI:207229	chemical-affects	NPM1
CHEBI:207229	chemical-affects	P4HB
CHEBI:207229	chemical-affects	PFN1
CHEBI:207229	chemical-affects	PGAM1
CHEBI:207229	chemical-affects	PGK1
CHEBI:207229	chemical-affects	PKM
CHEBI:207229	chemical-affects	PPIA
CHEBI:207229	chemical-affects	PRDX1
CHEBI:207229	chemical-affects	RPL10
CHEBI:207229	chemical-affects	RPL14
CHEBI:207229	chemical-affects	RPL18
CHEBI:207229	chemical-affects	RPL23A
CHEBI:207229	chemical-affects	RPL35
CHEBI:207229	chemical-affects	RPL4
CHEBI:207229	chemical-affects	RPS13
CHEBI:207229	chemical-affects	RPS17
CHEBI:207229	chemical-affects	RPS18
CHEBI:207229	chemical-affects	RPS19
CHEBI:207229	chemical-affects	RPS28
CHEBI:207229	chemical-affects	RPS5
CHEBI:207229	chemical-affects	RPS6
CHEBI:207229	chemical-affects	RPS8
CHEBI:207229	chemical-affects	RPS9
CHEBI:207229	chemical-affects	SF1
CHEBI:207229	chemical-affects	SFPQ
CHEBI:207229	chemical-affects	SHMT2
CHEBI:207229	chemical-affects	SNRPD2
CHEBI:207229	chemical-affects	SRP14
CHEBI:207229	chemical-affects	SRSF4
CHEBI:207229	chemical-affects	TAGLN2
CHEBI:207229	chemical-affects	TAGLN
CHEBI:207229	chemical-affects	TPI1
CHEBI:207229	chemical-affects	TPM1
CHEBI:207229	chemical-affects	TUBA1A
CHEBI:207229	chemical-affects	TUBB4A
CHEBI:207229	chemical-affects	TUBB6
CHEBI:207229	chemical-affects	TUBB
CHEBI:207229	chemical-affects	VIM
CHEBI:207229	chemical-affects	ZYX
CHEBI:2086	chemical-affects	HTR1A
CHEBI:2086	chemical-affects	HTR2A
CHEBI:21412	chemical-affects	BPHL
CHEBI:21412	chemical-affects	NPY
CHEBI:2150	chemical-affects	AKR1D1
CHEBI:21557	chemical-affects	RHO
CHEBI:22065	chemical-affects	TRAPPC1
CHEBI:22065	chemical-affects	TRAPPC3
CHEBI:22065	chemical-affects	TRAPPC4
CHEBI:22065	chemical-affects	TRAPPC5
CHEBI:22065	chemical-affects	TRAPPC6A
CHEBI:22065	chemical-affects	TRAPPC6B
CHEBI:22450	chemical-affects	ATP2A1
CHEBI:22907	chemical-affects	LIG1
CHEBI:22907	chemical-affects	LIG3
CHEBI:22984	chemical-affects	ALPP
CHEBI:22984	chemical-affects	AOC1
CHEBI:22984	chemical-affects	ATP2C1
CHEBI:22984	chemical-affects	BMP4
CHEBI:22984	chemical-affects	CACNA1C
CHEBI:22984	chemical-affects	CALM1
CHEBI:22984	chemical-affects	CAST
CHEBI:22984	chemical-affects	COMP
CHEBI:22984	chemical-affects	CP
CHEBI:22984	chemical-affects	MGP
CHEBI:22984	chemical-affects	PCDH19
CHEBI:22984	chemical-affects	PDCD6
CHEBI:22984	chemical-affects	S100A13
CHEBI:22984	chemical-affects	S100A2
CHEBI:22984	chemical-affects	S100A8
CHEBI:22984	chemical-affects	S100A9
CHEBI:22984	chemical-affects	S100B
CHEBI:22984	chemical-affects	SPTBN1
CHEBI:22984	chemical-affects	TNNC1
CHEBI:22984	chemical-affects	TNNC2
CHEBI:23357	chemical-affects	TYMS
CHEBI:23359	chemical-affects	TUBB1
CHEBI:23359	chemical-affects	TUBB
CHEBI:2376	chemical-affects	AMY2A
CHEBI:2376	chemical-affects	GAA
CHEBI:2376	chemical-affects	MGAM
CHEBI:2376	chemical-affects	SI
CHEBI:2379	chemical-affects	ADRB1
CHEBI:2379	chemical-affects	ADRB2
CHEBI:238698	chemical-affects	ADRA1A
CHEBI:238698	chemical-affects	ADRB1
CHEBI:238698	chemical-affects	ADRB2
CHEBI:23872	chemical-affects	LYZ
CHEBI:240107	chemical-affects	PTGS1
CHEBI:240107	chemical-affects	PTGS2
CHEBI:2401	chemical-affects	AR
CHEBI:2401	chemical-affects	DRD1
CHEBI:2401	chemical-affects	DRD2
CHEBI:24088	chemical-affects	MTAP
CHEBI:2423	chemical-affects	PSMA7
CHEBI:24344	chemical-affects	ENO3
CHEBI:247956	chemical-affects	CALM1
CHEBI:247956	chemical-affects	SCN10A
CHEBI:247956	chemical-affects	SCN5A
CHEBI:25107	chemical-affects	ATP1A1
CHEBI:251408	chemical-affects	ACHE
CHEBI:251408	chemical-affects	BCHE
CHEBI:251412	chemical-affects	GABRA1
CHEBI:251412	chemical-affects	GABRA2
CHEBI:251412	chemical-affects	GABRA3
CHEBI:251412	chemical-affects	GABRA5
CHEBI:251412	chemical-affects	GABRB1
CHEBI:251412	chemical-affects	GABRB2
CHEBI:251412	chemical-affects	GABRB3
CHEBI:251412	chemical-affects	GABRD
CHEBI:251412	chemical-affects	GABRE
CHEBI:251412	chemical-affects	GABRG1
CHEBI:251412	chemical-affects	GABRG2
CHEBI:251412	chemical-affects	GABRG3
CHEBI:251412	chemical-affects	GABRP
CHEBI:251412	chemical-affects	GABRR1
CHEBI:251412	chemical-affects	GABRR2
CHEBI:251412	chemical-affects	GABRR3
CHEBI:25194	chemical-affects	CA2
CHEBI:253342	chemical-affects	HTR3A
CHEBI:25461	chemical-affects	UQCRC1
CHEBI:2549	chemical-affects	ADRB1
CHEBI:2549	chemical-affects	ADRB2
CHEBI:2549	chemical-affects	ADRB3
CHEBI:25567	chemical-affects	HBA1
CHEBI:25567	chemical-affects	HBA2
CHEBI:25567	chemical-affects	HBB
CHEBI:25567	chemical-affects	MB
CHEBI:2567	chemical-affects	ATP6V1A
CHEBI:2567	chemical-affects	FDPS
CHEBI:2567	chemical-affects	PTPN4
CHEBI:2567	chemical-affects	PTPRE
CHEBI:2567	chemical-affects	PTPRS
CHEBI:25681	chemical-affects	PPARA
CHEBI:25681	chemical-affects	PPARG
CHEBI:25681	chemical-affects	SREBF1
CHEBI:2569	chemical-affects	OPRM1
CHEBI:258351	chemical-affects	ADRB1
CHEBI:25879	chemical-affects	HBA1
CHEBI:25879	chemical-affects	HBA2
CHEBI:25879	chemical-affects	HBB
CHEBI:2611	chemical-affects	GABRA1
CHEBI:2611	chemical-affects	GABRA2
CHEBI:2611	chemical-affects	GABRA3
CHEBI:2611	chemical-affects	GABRA4
CHEBI:2611	chemical-affects	GABRA5
CHEBI:2611	chemical-affects	GABRA6
CHEBI:2611	chemical-affects	GABRB1
CHEBI:2611	chemical-affects	GABRB2
CHEBI:2611	chemical-affects	GABRB3
CHEBI:2611	chemical-affects	GABRD
CHEBI:2611	chemical-affects	GABRE
CHEBI:2611	chemical-affects	GABRG1
CHEBI:2611	chemical-affects	GABRG2
CHEBI:2611	chemical-affects	GABRG3
CHEBI:2611	chemical-affects	GABRP
CHEBI:2611	chemical-affects	GABRQ
CHEBI:2611	chemical-affects	TSPO
CHEBI:2618	chemical-affects	CHRNA3
CHEBI:2618	chemical-affects	CHRNA4
CHEBI:2618	chemical-affects	CHRNA7
CHEBI:2618	chemical-affects	DRD2
CHEBI:2618	chemical-affects	GRIN3A
CHEBI:26216	chemical-affects	ATP1A1
CHEBI:2627	chemical-affects	ACHE
CHEBI:2636	chemical-affects	ALPG
CHEBI:2636	chemical-affects	ENPP1
CHEBI:2639	chemical-affects	AOC1
CHEBI:2639	chemical-affects	ASIC1
CHEBI:2639	chemical-affects	ASIC2
CHEBI:2639	chemical-affects	PLAU
CHEBI:2639	chemical-affects	SCNN1A
CHEBI:2639	chemical-affects	SCNN1B
CHEBI:2639	chemical-affects	SCNN1D
CHEBI:2639	chemical-affects	SCNN1G
CHEBI:2639	chemical-affects	SLC9A1
CHEBI:2654	chemical-affects	CYP11A1
CHEBI:2654	chemical-affects	CYP19A1
CHEBI:2659	chemical-affects	ADORA1
CHEBI:2659	chemical-affects	ADORA3
CHEBI:2659	chemical-affects	HDAC2
CHEBI:2659	chemical-affects	PDE3A
CHEBI:2663	chemical-affects	ADRB1
CHEBI:2663	chemical-affects	CACNA1H
CHEBI:2663	chemical-affects	CACNA2D2
CHEBI:2663	chemical-affects	KCNH2
CHEBI:2663	chemical-affects	PPARG
CHEBI:2663	chemical-affects	THRA
CHEBI:2663	chemical-affects	THRB
CHEBI:2666	chemical-affects	ADRA1A
CHEBI:2666	chemical-affects	ADRA1B
CHEBI:2666	chemical-affects	ADRA1D
CHEBI:2666	chemical-affects	ADRA2A
CHEBI:2666	chemical-affects	CHRM1
CHEBI:2666	chemical-affects	CHRM2
CHEBI:2666	chemical-affects	CHRM3
CHEBI:2666	chemical-affects	CHRM4
CHEBI:2666	chemical-affects	CHRM5
CHEBI:2666	chemical-affects	HRH1
CHEBI:2666	chemical-affects	HRH2
CHEBI:2666	chemical-affects	HRH4
CHEBI:2666	chemical-affects	HTR1A
CHEBI:2666	chemical-affects	HTR1B
CHEBI:2666	chemical-affects	HTR1D
CHEBI:2666	chemical-affects	HTR2A
CHEBI:2666	chemical-affects	HTR2C
CHEBI:2666	chemical-affects	HTR6
CHEBI:2666	chemical-affects	HTR7
CHEBI:2666	chemical-affects	KCNA1
CHEBI:2666	chemical-affects	KCNQ2
CHEBI:2666	chemical-affects	KCNQ3
CHEBI:2666	chemical-affects	NTRK1
CHEBI:2666	chemical-affects	NTRK2
CHEBI:2666	chemical-affects	OPRD1
CHEBI:2666	chemical-affects	OPRK1
CHEBI:2666	chemical-affects	OPRM1
CHEBI:2666	chemical-affects	SIGMAR1
CHEBI:2666	chemical-affects	SLC6A2
CHEBI:2666	chemical-affects	SLC6A4
CHEBI:2668	chemical-affects	CA1
CHEBI:2668	chemical-affects	CACNA1A
CHEBI:2668	chemical-affects	CACNA1B
CHEBI:2668	chemical-affects	CACNA1C
CHEBI:2668	chemical-affects	CACNA1D
CHEBI:2668	chemical-affects	CACNA1F
CHEBI:2668	chemical-affects	CACNA1G
CHEBI:2668	chemical-affects	CACNA1H
CHEBI:2668	chemical-affects	CACNA1I
CHEBI:2668	chemical-affects	CACNA1S
CHEBI:2668	chemical-affects	CACNA2D1
CHEBI:2668	chemical-affects	CACNA2D2
CHEBI:2668	chemical-affects	CACNA2D3
CHEBI:2668	chemical-affects	CACNB1
CHEBI:2668	chemical-affects	CACNB2
CHEBI:2668	chemical-affects	CACNB3
CHEBI:2668	chemical-affects	CACNB4
CHEBI:2668	chemical-affects	CACNG1
CHEBI:2668	chemical-affects	SMPD1
CHEBI:2673	chemical-affects	CHRNA4
CHEBI:2673	chemical-affects	CHRNA7
CHEBI:2673	chemical-affects	GABRA1
CHEBI:2673	chemical-affects	GABRA2
CHEBI:2673	chemical-affects	GABRA3
CHEBI:2673	chemical-affects	GABRA4
CHEBI:2673	chemical-affects	GABRA5
CHEBI:2673	chemical-affects	GABRA6
CHEBI:2673	chemical-affects	GRIA2
CHEBI:2673	chemical-affects	GRIK2
CHEBI:267413	chemical-affects	ALOX5
CHEBI:267413	chemical-affects	PPARG
CHEBI:267413	chemical-affects	PTGS1
CHEBI:267413	chemical-affects	PTGS2
CHEBI:2674	chemical-affects	HNMT
CHEBI:2675	chemical-affects	ADRA1A
CHEBI:2675	chemical-affects	ADRA1B
CHEBI:2675	chemical-affects	ADRA1D
CHEBI:2675	chemical-affects	ADRA2A
CHEBI:2675	chemical-affects	ADRA2B
CHEBI:2675	chemical-affects	ADRA2C
CHEBI:2675	chemical-affects	CHRM1
CHEBI:2675	chemical-affects	CHRM2
CHEBI:2675	chemical-affects	CHRM3
CHEBI:2675	chemical-affects	CHRM4
CHEBI:2675	chemical-affects	CHRM5
CHEBI:2675	chemical-affects	DRD1
CHEBI:2675	chemical-affects	DRD2
CHEBI:2675	chemical-affects	DRD3
CHEBI:2675	chemical-affects	DRD4
CHEBI:2675	chemical-affects	GABRA1
CHEBI:2675	chemical-affects	GABRA2
CHEBI:2675	chemical-affects	GABRA3
CHEBI:2675	chemical-affects	GABRA4
CHEBI:2675	chemical-affects	GABRA5
CHEBI:2675	chemical-affects	GABRA6
CHEBI:2675	chemical-affects	GABRB1
CHEBI:2675	chemical-affects	GABRB2
CHEBI:2675	chemical-affects	GABRB3
CHEBI:2675	chemical-affects	GABRD
CHEBI:2675	chemical-affects	GABRE
CHEBI:2675	chemical-affects	GABRG1
CHEBI:2675	chemical-affects	GABRG2
CHEBI:2675	chemical-affects	GABRG3
CHEBI:2675	chemical-affects	GABRP
CHEBI:2675	chemical-affects	GABRQ
CHEBI:2675	chemical-affects	HRH1
CHEBI:2675	chemical-affects	HRH4
CHEBI:2675	chemical-affects	HTR1A
CHEBI:2675	chemical-affects	HTR1B
CHEBI:2675	chemical-affects	HTR2A
CHEBI:2675	chemical-affects	HTR2B
CHEBI:2675	chemical-affects	HTR2C
CHEBI:2675	chemical-affects	HTR3A
CHEBI:2675	chemical-affects	HTR6
CHEBI:2675	chemical-affects	HTR7
CHEBI:2675	chemical-affects	SLC6A2
CHEBI:2675	chemical-affects	SLC6A3
CHEBI:2675	chemical-affects	SLC6A4
CHEBI:2686	chemical-affects	PDE3A
CHEBI:2686	chemical-affects	PDE4B
CHEBI:2686	chemical-affects	TNF
CHEBI:2687	chemical-affects	ALB
CHEBI:2687	chemical-affects	KCNH2
CHEBI:2687	chemical-affects	ORM1
CHEBI:2687	chemical-affects	TOP2A
CHEBI:26987	chemical-affects	PAM
CHEBI:2704	chemical-affects	CYP19A1
CHEBI:27086	chemical-affects	NCOA2
CHEBI:27086	chemical-affects	RXRA
CHEBI:27091	chemical-affects	CDK2
CHEBI:27140	chemical-affects	HBA1
CHEBI:27140	chemical-affects	HBA2
CHEBI:27140	chemical-affects	HBB
CHEBI:27140	chemical-affects	MT-CO1
CHEBI:27140	chemical-affects	NOX1
CHEBI:27300	chemical-affects	GC
CHEBI:27300	chemical-affects	VDR
CHEBI:273574	chemical-affects	IGHG2
CHEBI:27375	chemical-affects	JUN
CHEBI:27375	chemical-affects	TUBA1A
CHEBI:27375	chemical-affects	TUBB
CHEBI:27375	chemical-affects	TUBD1
CHEBI:27375	chemical-affects	TUBE1
CHEBI:27375	chemical-affects	TUBG1
CHEBI:2739	chemical-affects	CHRM1
CHEBI:2739	chemical-affects	CHRM2
CHEBI:2739	chemical-affects	CHRM3
CHEBI:27404	chemical-affects	LTF
CHEBI:27432	chemical-affects	ELOVL4
CHEBI:27432	chemical-affects	FADS1
CHEBI:27432	chemical-affects	FADS2
CHEBI:27432	chemical-affects	NR1H4
CHEBI:27432	chemical-affects	PPARA
CHEBI:27432	chemical-affects	PPARD
CHEBI:27432	chemical-affects	PPARG
CHEBI:27432	chemical-affects	RXRA
CHEBI:27432	chemical-affects	SLC8A1
CHEBI:27432	chemical-affects	TRPV1
CHEBI:27436	chemical-affects	AR
CHEBI:27436	chemical-affects	ESR1
CHEBI:27446	chemical-affects	SLC15A1
CHEBI:27470	chemical-affects	FOLR1
CHEBI:27470	chemical-affects	FOLR2
CHEBI:27470	chemical-affects	FOLR3
CHEBI:27478	chemical-affects	SLC18A2
CHEBI:27539	chemical-affects	MAOB
CHEBI:27540	chemical-affects	ECHS1
CHEBI:27565	chemical-affects	ALOX5
CHEBI:27565	chemical-affects	CHUK
CHEBI:27565	chemical-affects	PLA2G2E
CHEBI:27565	chemical-affects	PTGS2
CHEBI:27575	chemical-affects	BCKDK
CHEBI:27575	chemical-affects	BST1
CHEBI:27575	chemical-affects	PFKFB1
CHEBI:27575	chemical-affects	PMS2
CHEBI:27575	chemical-affects	SYN1
CHEBI:27584	chemical-affects	NR3C1
CHEBI:27584	chemical-affects	NR3C2
CHEBI:27609	chemical-affects	UROD
CHEBI:27647	chemical-affects	PTGS2
CHEBI:27656	chemical-affects	TOP1
CHEBI:27662	chemical-affects	CHRM1
CHEBI:27662	chemical-affects	CHRM2
CHEBI:27662	chemical-affects	CHRM3
CHEBI:27662	chemical-affects	CHRM4
CHEBI:27662	chemical-affects	CHRM5
CHEBI:27662	chemical-affects	HRH1
CHEBI:27666	chemical-affects	TOP2A
CHEBI:27666	chemical-affects	TOP2B
CHEBI:27690	chemical-affects	AQP1
CHEBI:27690	chemical-affects	CA12
CHEBI:27690	chemical-affects	CA14
CHEBI:27690	chemical-affects	CA1
CHEBI:27690	chemical-affects	CA2
CHEBI:27690	chemical-affects	CA3
CHEBI:27690	chemical-affects	CA4
CHEBI:27690	chemical-affects	CA7
CHEBI:27704	chemical-affects	GLO1
CHEBI:27704	chemical-affects	GSTA1
CHEBI:27704	chemical-affects	GSTM4
CHEBI:27704	chemical-affects	GSTP1
CHEBI:27704	chemical-affects	GSTT2
CHEBI:27732	chemical-affects	ADORA1
CHEBI:27732	chemical-affects	ADORA2A
CHEBI:27732	chemical-affects	ATM
CHEBI:27732	chemical-affects	ITPR1
CHEBI:27732	chemical-affects	ITPR2
CHEBI:27732	chemical-affects	ITPR3
CHEBI:27732	chemical-affects	PDE10A
CHEBI:27732	chemical-affects	PDE11A
CHEBI:27732	chemical-affects	PDE1A
CHEBI:27732	chemical-affects	PDE1B
CHEBI:27732	chemical-affects	PDE1C
CHEBI:27732	chemical-affects	PDE2A
CHEBI:27732	chemical-affects	PDE3A
CHEBI:27732	chemical-affects	PDE3B
CHEBI:27732	chemical-affects	PDE4A
CHEBI:27732	chemical-affects	PDE4B
CHEBI:27732	chemical-affects	PDE4C
CHEBI:27732	chemical-affects	PDE4D
CHEBI:27732	chemical-affects	PDE5A
CHEBI:27732	chemical-affects	PDE6A
CHEBI:27732	chemical-affects	PDE6B
CHEBI:27732	chemical-affects	PDE6C
CHEBI:27732	chemical-affects	PDE7A
CHEBI:27732	chemical-affects	PDE7B
CHEBI:27732	chemical-affects	PDE8A
CHEBI:27732	chemical-affects	PDE8B
CHEBI:27732	chemical-affects	PDE9A
CHEBI:27732	chemical-affects	PIK3CA
CHEBI:27732	chemical-affects	PIK3CB
CHEBI:27732	chemical-affects	PIK3CD
CHEBI:27732	chemical-affects	PRKDC
CHEBI:27732	chemical-affects	RYR1
CHEBI:27744	chemical-affects	CYP19A1
CHEBI:27747	chemical-affects	NOS3
CHEBI:27754	chemical-affects	ACAD8
CHEBI:27777	chemical-affects	MMP12
CHEBI:27779	chemical-affects	KRT12
CHEBI:27786	chemical-affects	AMN
CHEBI:27786	chemical-affects	CUBN
CHEBI:27786	chemical-affects	MMAA
CHEBI:27786	chemical-affects	MMAB
CHEBI:27786	chemical-affects	MMACHC
CHEBI:27786	chemical-affects	MTRR
CHEBI:27786	chemical-affects	MTR
CHEBI:27786	chemical-affects	TCN1
CHEBI:27808	chemical-affects	CES1
CHEBI:27808	chemical-affects	OPRD1
CHEBI:27808	chemical-affects	OPRK1
CHEBI:27808	chemical-affects	OPRM1
CHEBI:27810	chemical-affects	TPO
CHEBI:27849	chemical-affects	CTSH
CHEBI:27849	chemical-affects	LYZ
CHEBI:2788	chemical-affects	ADRA1A
CHEBI:2788	chemical-affects	ADRA2A
CHEBI:2788	chemical-affects	ADRA2B
